programme_code,programme_name,difficulty,weight,question,option_A,option_B,option_C,option_D,answer_letter,answer_text
UDP,Urban Development Programme (UDP),Easy,1,Which area is MOST central to Urban Development Programme (UDP)?,saplings and horticulture,ultra-poverty graduation,social behaviour change and citizen voice,urban services and inclusive city development,D,urban services and inclusive city development
UDP,Urban Development Programme (UDP),Easy,1,Who are the primary participants/beneficiaries for Urban Development Programme (UDP)?,people affected by crises,young people,low-income urban residents,women and vulnerable groups,C,low-income urban residents
UDP,Urban Development Programme (UDP),Easy,1,Which activity best matches Urban Development Programme (UDP)’s core work?,building and maintaining digital systems,school support and learning centres,self-learning worksheets and guided practice,improving access to basic services in informal settlements,D,improving access to basic services in informal settlements
UDP,Urban Development Programme (UDP),Medium,1.5,Which Sustainable Development Goal aligns BEST with Urban Development Programme (UDP)?,SDG 5: Gender Equality,SDG 11: Sustainable Cities and Communities,SDG 6: Clean Water and Sanitation,SDG 2: Zero Hunger,B,SDG 11: Sustainable Cities and Communities
UDP,Urban Development Programme (UDP),Medium,1.5,Urban Development Programme (UDP) operates primarily in which setting?,camps and host communities,cities and towns,agricultural regions,rural and urban learning spaces,B,cities and towns
UDP,Urban Development Programme (UDP),Medium,1.5,Which indicator BEST reflects success for Urban Development Programme (UDP)?,neighbourhoods with better services and governance,cases resolved and referrals supported,people reached with timely support,repayment rates and enterprise growth,A,neighbourhoods with better services and governance
UDP,Urban Development Programme (UDP),Hard,2.5,Urban Development Programme (UDP) commonly partners with which stakeholders?,local organisations and mentors,city corporations and local government bodies,local government and entrepreneurs,internal programmes and tech partners,B,city corporations and local government bodies
UDP,Urban Development Programme (UDP),Hard,2.5,What is the MAIN delivery channel used by Urban Development Programme (UDP)?,"edutainment, dialogues and community mobilisation",capacity building and advocacy,community platforms and ward-level forums,"apps, data systems and support desks",C,community platforms and ward-level forums
UDP,Urban Development Programme (UDP),Hard,2.5,Which innovation is TYPICAL of Urban Development Programme (UDP)?,diverse species and better propagation,neighbourhood upgrading and co-designed service solutions,salinity-smart practices and vulnerability mapping,community early warning and contingency planning,B,neighbourhood upgrading and co-designed service solutions
UDP,Urban Development Programme (UDP),Hard,2.5,Which risk or challenge is Urban Development Programme (UDP) MOST concerned with?,dropout and learning loss,urban disaster and infrastructure gaps,limited pathways and underemployment,"fraud, exploitation and misinformation",B,urban disaster and infrastructure gaps
DRMP,Disaster Risk Management Programme (DRMP),Easy,1,Which area is MOST central to Disaster Risk Management Programme (DRMP)?,skills training and employability,disaster risk reduction and preparedness,digital platforms and IT services,urban services and inclusive city development,B,disaster risk reduction and preparedness
DRMP,Disaster Risk Management Programme (DRMP),Easy,1,Who are the primary participants/beneficiaries for Disaster Risk Management Programme (DRMP)?,ultra-poor households,farmers,hazard-exposed communities,households and schools,C,hazard-exposed communities
DRMP,Disaster Risk Management Programme (DRMP),Easy,1,Which activity best matches Disaster Risk Management Programme (DRMP)’s core work?,self-learning worksheets and guided practice,school support and learning centres,community-based disaster preparedness and early warning,locally led adaptation planning and pilots,C,community-based disaster preparedness and early warning
DRMP,Disaster Risk Management Programme (DRMP),Medium,1.5,Which Sustainable Development Goal aligns BEST with Disaster Risk Management Programme (DRMP)?,SDG 13: Climate Action,SDG 4: Quality Education,SDG 6: Clean Water and Sanitation,"SDG 16: Peace, Justice and Strong Institutions",A,SDG 13: Climate Action
DRMP,Disaster Risk Management Programme (DRMP),Medium,1.5,Disaster Risk Management Programme (DRMP) operates primarily in which setting?,flood- and cyclone-prone areas,rural and peri-urban areas,enterprise IT and field tech,salinity- and flood-affected regions,A,flood- and cyclone-prone areas
DRMP,Disaster Risk Management Programme (DRMP),Medium,1.5,Which indicator BEST reflects success for Disaster Risk Management Programme (DRMP)?,progress through levels and improved numeracy/literacy,cases resolved and referrals supported,saplings sold and survival rates,households with preparedness plans and trained volunteers,D,households with preparedness plans and trained volunteers
DRMP,Disaster Risk Management Programme (DRMP),Hard,2.5,Disaster Risk Management Programme (DRMP) commonly partners with which stakeholders?,civil society and media,disaster management committees and volunteers,"UN agencies, NGOs and government","ministries, CSOs and networks",B,disaster management committees and volunteers
DRMP,Disaster Risk Management Programme (DRMP),Hard,2.5,What is the MAIN delivery channel used by Disaster Risk Management Programme (DRMP)?,"risk alerts, drills and training",service centres and outreach,community platforms and ward-level forums,household visits and health campaigns,A,"risk alerts, drills and training"
DRMP,Disaster Risk Management Programme (DRMP),Hard,2.5,Which innovation is TYPICAL of Disaster Risk Management Programme (DRMP)?,community early warning and contingency planning,co-located services and last-mile delivery,diverse species and better propagation,salinity-smart practices and vulnerability mapping,A,community early warning and contingency planning
DRMP,Disaster Risk Management Programme (DRMP),Hard,2.5,Which risk or challenge is Disaster Risk Management Programme (DRMP) MOST concerned with?,water contamination and poor sanitation,spoilage and price volatility,low survival and pest risks,"cyclones, floods and storm surges",D,"cyclones, floods and storm surges"
CCP,Climate Change Programme (CCP),Easy,1,Which area is MOST central to Climate Change Programme (CCP)?,agri-inputs and improved seed,digital platforms and IT services,humanitarian response and protection,climate adaptation and resilience,D,climate adaptation and resilience
CCP,Climate Change Programme (CCP),Easy,1,Who are the primary participants/beneficiaries for Climate Change Programme (CCP)?,young people,climate-vulnerable households,women and vulnerable groups,aspiring and returning migrants,B,climate-vulnerable households
CCP,Climate Change Programme (CCP),Easy,1,Which activity best matches Climate Change Programme (CCP)’s core work?,school support and learning centres,locally led adaptation planning and pilots,multi-sector humanitarian assistance,legal counselling and rights awareness,B,locally led adaptation planning and pilots
CCP,Climate Change Programme (CCP),Medium,1.5,Which Sustainable Development Goal aligns BEST with Climate Change Programme (CCP)?,"SDG 16: Peace, Justice and Strong Institutions",SDG 1: No Poverty,SDG 13: Climate Action,SDG 2: Zero Hunger,C,SDG 13: Climate Action
CCP,Climate Change Programme (CCP),Medium,1.5,Climate Change Programme (CCP) operates primarily in which setting?,agricultural regions,rural and urban communities,salinity- and flood-affected regions,institutions and communities,C,salinity- and flood-affected regions
CCP,Climate Change Programme (CCP),Medium,1.5,Which indicator BEST reflects success for Climate Change Programme (CCP)?,service uptake and health outcomes,adoption of climate-resilient practices,youth participation and projects delivered,job placement and earnings,B,adoption of climate-resilient practices
CCP,Climate Change Programme (CCP),Hard,2.5,Climate Change Programme (CCP) commonly partners with which stakeholders?,"schools, parents and communities",local government and technical agencies,local organisations and mentors,research institutes and dealers,B,local government and technical agencies
CCP,Climate Change Programme (CCP),Hard,2.5,What is the MAIN delivery channel used by Climate Change Programme (CCP)?,one-stop centres and outreach,capacity building and advocacy,adaptation clinics and community workshops,work-based learning and certification,C,adaptation clinics and community workshops
CCP,Climate Change Programme (CCP),Hard,2.5,Which innovation is TYPICAL of Climate Change Programme (CCP)?,competency-based curricula and RPL,salinity-smart practices and vulnerability mapping,pre-departure orientation and referrals,tailored loan products and client-centric design,B,salinity-smart practices and vulnerability mapping
CCP,Climate Change Programme (CCP),Hard,2.5,Which risk or challenge is Climate Change Programme (CCP) MOST concerned with?,low seed quality and yield gaps,discrimination and harmful norms,climate variability and slow-onset stresses,"fraud, exploitation and misinformation",C,climate variability and slow-onset stresses
KUMON,BRAC Kumon Ltd.,Easy,1,Which area is MOST central to BRAC Kumon Ltd.?,integrated rural development,migration support services,"water, sanitation and hygiene",supplementary education in maths and reading,D,supplementary education in maths and reading
KUMON,BRAC Kumon Ltd.,Easy,1,Who are the primary participants/beneficiaries for BRAC Kumon Ltd.?,communities and grassroots groups,fish farmers and value chain actors,low-income entrepreneurs,school-age children,D,school-age children
KUMON,BRAC Kumon Ltd.,Easy,1,Which activity best matches BRAC Kumon Ltd.’s core work?,"clubs, volunteering and innovation challenges",self-learning worksheets and guided practice,locally led adaptation planning and pilots,TVET and apprenticeships,B,self-learning worksheets and guided practice
KUMON,BRAC Kumon Ltd.,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Kumon Ltd.?,SDG 4: Quality Education,SDG 2: Zero Hunger,SDG 5: Gender Equality,"SDG 16: Peace, Justice and Strong Institutions",A,SDG 4: Quality Education
KUMON,BRAC Kumon Ltd.,Medium,1.5,BRAC Kumon Ltd. operates primarily in which setting?,cities and towns,institutions and communities,camps and host communities,learning centres and home study,D,learning centres and home study
KUMON,BRAC Kumon Ltd.,Medium,1.5,Which indicator BEST reflects success for BRAC Kumon Ltd.?,households with preparedness plans and trained volunteers,saplings sold and survival rates,progress through levels and improved numeracy/literacy,yields and farmer income,C,progress through levels and improved numeracy/literacy
KUMON,BRAC Kumon Ltd.,Hard,2.5,BRAC Kumon Ltd. commonly partners with which stakeholders?,"government, recruiters and service providers",parents and instructors,legal aid and protection services,research institutes and dealers,B,parents and instructors
KUMON,BRAC Kumon Ltd.,Hard,2.5,What is the MAIN delivery channel used by BRAC Kumon Ltd.?,community platforms and ward-level forums,capacity building and advocacy,demo ponds and advisory,structured worksheets and feedback,D,structured worksheets and feedback
KUMON,BRAC Kumon Ltd.,Hard,2.5,Which innovation is TYPICAL of BRAC Kumon Ltd.?,salinity-smart practices and vulnerability mapping,personalised pacing and mastery learning,paralegal support and safe referral systems,high-yield and stress-tolerant varieties,B,personalised pacing and mastery learning
KUMON,BRAC Kumon Ltd.,Hard,2.5,Which risk or challenge is BRAC Kumon Ltd. MOST concerned with?,service fragmentation and access barriers,"fraud, exploitation and misinformation",preventable illness and access gaps,learning gaps and foundational skill deficits,D,learning gaps and foundational skill deficits
ASC,Advocacy for Social Change (ASC) (Pool Fund),Easy,1,Which area is MOST central to Advocacy for Social Change (ASC) (Pool Fund)?,digital platforms and IT services,supplementary education in maths and reading,social behaviour change and citizen voice,saplings and horticulture,C,social behaviour change and citizen voice
ASC,Advocacy for Social Change (ASC) (Pool Fund),Easy,1,Who are the primary participants/beneficiaries for Advocacy for Social Change (ASC) (Pool Fund)?,climate-vulnerable households,BRAC programmes and clients,communities and grassroots groups,school-age children,C,communities and grassroots groups
ASC,Advocacy for Social Change (ASC) (Pool Fund),Easy,1,Which activity best matches Advocacy for Social Change (ASC) (Pool Fund)’s core work?,advocacy campaigns and policy dialogue,"clubs, volunteering and innovation challenges",production and distribution of quality seed,community health workers and clinics,A,advocacy campaigns and policy dialogue
ASC,Advocacy for Social Change (ASC) (Pool Fund),Medium,1.5,Which Sustainable Development Goal aligns BEST with Advocacy for Social Change (ASC) (Pool Fund)?,"SDG 16: Peace, Justice and Strong Institutions",SDG 1: No Poverty,SDG 8: Decent Work and Economic Growth,SDG 13: Climate Action,A,"SDG 16: Peace, Justice and Strong Institutions"
ASC,Advocacy for Social Change (ASC) (Pool Fund),Medium,1.5,Advocacy for Social Change (ASC) (Pool Fund) operates primarily in which setting?,ponds and aquaculture hubs,community and policy platforms,agricultural regions,milk sheds and markets,B,community and policy platforms
ASC,Advocacy for Social Change (ASC) (Pool Fund),Medium,1.5,Which indicator BEST reflects success for Advocacy for Social Change (ASC) (Pool Fund)?,milk quality and volumes processed,campaign reach and engagement,people reached with timely support,clients counselled and safe migration outcomes,B,campaign reach and engagement
ASC,Advocacy for Social Change (ASC) (Pool Fund),Hard,2.5,Advocacy for Social Change (ASC) (Pool Fund) commonly partners with which stakeholders?,local government and programme clusters,civil society and media,dairy farmers and retailers,internal programmes and tech partners,B,civil society and media
ASC,Advocacy for Social Change (ASC) (Pool Fund),Hard,2.5,What is the MAIN delivery channel used by Advocacy for Social Change (ASC) (Pool Fund)?,"apps, data systems and support desks",work-based learning and certification,"edutainment, dialogues and community mobilisation",community shalish and helplines,C,"edutainment, dialogues and community mobilisation"
ASC,Advocacy for Social Change (ASC) (Pool Fund),Hard,2.5,Which innovation is TYPICAL of Advocacy for Social Change (ASC) (Pool Fund)?,automation and data-driven decision tools,evidence-led messaging and storytelling,neighbourhood upgrading and co-designed service solutions,paralegal support and safe referral systems,B,evidence-led messaging and storytelling
ASC,Advocacy for Social Change (ASC) (Pool Fund),Hard,2.5,Which risk or challenge is Advocacy for Social Change (ASC) (Pool Fund) MOST concerned with?,income shocks and limited collateral,limited pathways and underemployment,"cyclones, floods and storm surges",low awareness and limited participation,D,low awareness and limited participation
MF,Microfinance,Easy,1,Which area is MOST central to Microfinance?,inclusive financial services,youth leadership and opportunities,digital platforms and IT services,primary health and community health systems,A,inclusive financial services
MF,Microfinance,Easy,1,Who are the primary participants/beneficiaries for Microfinance?,households and schools,households and farmers,"women, girls and marginalised groups",low-income entrepreneurs,D,low-income entrepreneurs
MF,Microfinance,Easy,1,Which activity best matches Microfinance’s core work?,production and distribution of quality seed,TVET and apprenticeships,locally led adaptation planning and pilots,microloans and financial literacy,D,microloans and financial literacy
MF,Microfinance,Medium,1.5,Which Sustainable Development Goal aligns BEST with Microfinance?,SDG 4: Quality Education,SDG 1: No Poverty,SDG 5: Gender Equality,"SDG 16: Peace, Justice and Strong Institutions",B,SDG 1: No Poverty
MF,Microfinance,Medium,1.5,Microfinance operates primarily in which setting?,salinity- and flood-affected regions,milk sheds and markets,agricultural regions,rural and peri-urban areas,D,rural and peri-urban areas
MF,Microfinance,Medium,1.5,Which indicator BEST reflects success for Microfinance?,campaign reach and engagement,households with preparedness plans and trained volunteers,clients counselled and safe migration outcomes,repayment rates and enterprise growth,D,repayment rates and enterprise growth
MF,Microfinance,Hard,2.5,Microfinance commonly partners with which stakeholders?,research institutes and dealers,city corporations and local government bodies,government health system and partners,community groups and financial institutions,D,community groups and financial institutions
MF,Microfinance,Hard,2.5,What is the MAIN delivery channel used by Microfinance?,"clubs, bootcamps and events",one-stop centres and outreach,group meetings and field visits,service centres and outreach,C,group meetings and field visits
MF,Microfinance,Hard,2.5,Which innovation is TYPICAL of Microfinance?,improved breeds and pond management,graduation approach and tailored coaching,salinity-smart practices and vulnerability mapping,tailored loan products and client-centric design,D,tailored loan products and client-centric design
MF,Microfinance,Hard,2.5,Which risk or challenge is Microfinance MOST concerned with?,urban disaster and infrastructure gaps,low awareness and limited participation,income shocks and limited collateral,discrimination and harmful norms,C,income shocks and limited collateral
SELP,Social Empowerment and Legal Protection (SELP),Easy,1,Which area is MOST central to Social Empowerment and Legal Protection (SELP)?,primary health and community health systems,social empowerment and legal aid,supplementary education in maths and reading,ultra-poverty graduation,B,social empowerment and legal aid
SELP,Social Empowerment and Legal Protection (SELP),Easy,1,Who are the primary participants/beneficiaries for Social Empowerment and Legal Protection (SELP)?,children and adolescents,women and vulnerable groups,"women, girls and marginalised groups",young people,B,women and vulnerable groups
SELP,Social Empowerment and Legal Protection (SELP),Easy,1,Which activity best matches Social Empowerment and Legal Protection (SELP)’s core work?,legal counselling and rights awareness,TVET and apprenticeships,locally led adaptation planning and pilots,improving access to basic services in informal settlements,A,legal counselling and rights awareness
SELP,Social Empowerment and Legal Protection (SELP),Medium,1.5,Which Sustainable Development Goal aligns BEST with Social Empowerment and Legal Protection (SELP)?,SDG 3: Good Health and Well-being,"SDG 16: Peace, Justice and Strong Institutions",SDG 4: Quality Education,SDG 5: Gender Equality,D,SDG 5: Gender Equality
SELP,Social Empowerment and Legal Protection (SELP),Medium,1.5,Social Empowerment and Legal Protection (SELP) operates primarily in which setting?,enterprise IT and field tech,flood- and cyclone-prone areas,ponds and aquaculture hubs,community justice and referral networks,D,community justice and referral networks
SELP,Social Empowerment and Legal Protection (SELP),Medium,1.5,Which indicator BEST reflects success for Social Empowerment and Legal Protection (SELP)?,system uptime and user adoption,cases resolved and referrals supported,neighbourhoods with better services and governance,literacy/numeracy gains and retention,B,cases resolved and referrals supported
SELP,Social Empowerment and Legal Protection (SELP),Hard,2.5,Social Empowerment and Legal Protection (SELP) commonly partners with which stakeholders?,research institutes and dealers,local organisations and mentors,legal aid and protection services,hatcheries and extension providers,C,legal aid and protection services
SELP,Social Empowerment and Legal Protection (SELP),Hard,2.5,What is the MAIN delivery channel used by Social Empowerment and Legal Protection (SELP)?,capacity building and advocacy,community shalish and helplines,structured worksheets and feedback,adaptation clinics and community workshops,B,community shalish and helplines
SELP,Social Empowerment and Legal Protection (SELP),Hard,2.5,Which innovation is TYPICAL of Social Empowerment and Legal Protection (SELP)?,tailored loan products and client-centric design,graduation approach and tailored coaching,paralegal support and safe referral systems,neighbourhood upgrading and co-designed service solutions,C,paralegal support and safe referral systems
SELP,Social Empowerment and Legal Protection (SELP),Hard,2.5,Which risk or challenge is Social Empowerment and Legal Protection (SELP) MOST concerned with?,water contamination and poor sanitation,"violence, exploitation and legal exclusion",climate variability and slow-onset stresses,displacement and protection risks,B,"violence, exploitation and legal exclusion"
TECH,Technology Division,Easy,1,Which area is MOST central to Technology Division?,"water, sanitation and hygiene",humanitarian response and protection,digital platforms and IT services,social empowerment and legal aid,C,digital platforms and IT services
TECH,Technology Division,Easy,1,Who are the primary participants/beneficiaries for Technology Division?,low-income entrepreneurs,young people,people affected by crises,BRAC programmes and clients,D,BRAC programmes and clients
TECH,Technology Division,Easy,1,Which activity best matches Technology Division’s core work?,legal counselling and rights awareness,"clubs, volunteering and innovation challenges",building and maintaining digital systems,multi-sector services through one platform,C,building and maintaining digital systems
TECH,Technology Division,Medium,1.5,Which Sustainable Development Goal aligns BEST with Technology Division?,SDG 5: Gender Equality,SDG 1: No Poverty,SDG 10: Reduced Inequalities,"SDG 9: Industry, Innovation and Infrastructure",D,"SDG 9: Industry, Innovation and Infrastructure"
TECH,Technology Division,Medium,1.5,Technology Division operates primarily in which setting?,enterprise IT and field tech,learning centres and home study,ponds and aquaculture hubs,rural and peri-urban areas,A,enterprise IT and field tech
TECH,Technology Division,Medium,1.5,Which indicator BEST reflects success for Technology Division?,milk quality and volumes processed,households reached across multiple services,campaign reach and engagement,system uptime and user adoption,D,system uptime and user adoption
TECH,Technology Division,Hard,2.5,Technology Division commonly partners with which stakeholders?,growers and local distributors,internal programmes and tech partners,government health system and partners,civil society and media,B,internal programmes and tech partners
TECH,Technology Division,Hard,2.5,What is the MAIN delivery channel used by Technology Division?,coaching visits and group platforms,"helplines, centres and digital info",community platforms and ward-level forums,"apps, data systems and support desks",D,"apps, data systems and support desks"
TECH,Technology Division,Hard,2.5,Which innovation is TYPICAL of Technology Division?,improved breeds and pond management,youth-led solutions and peer learning,evidence-led messaging and storytelling,automation and data-driven decision tools,D,automation and data-driven decision tools
TECH,Technology Division,Hard,2.5,Which risk or challenge is Technology Division MOST concerned with?,water contamination and poor sanitation,urban disaster and infrastructure gaps,system downtime and data risks,"fraud, exploitation and misinformation",C,system downtime and data risks
BEP,BRAC Education Programme (BEP),Easy,1,Which area is MOST central to BRAC Education Programme (BEP)?,skills training and employability,primary and non-formal education,supplementary education in maths and reading,ultra-poverty graduation,B,primary and non-formal education
BEP,BRAC Education Programme (BEP),Easy,1,Who are the primary participants/beneficiaries for BRAC Education Programme (BEP)?,people affected by crises,children and adolescents,ultra-poor households,fish farmers and value chain actors,B,children and adolescents
BEP,BRAC Education Programme (BEP),Easy,1,Which activity best matches BRAC Education Programme (BEP)’s core work?,production and distribution of quality seed,advocacy campaigns and policy dialogue,"fingerlings, feed and best practices",school support and learning centres,D,school support and learning centres
BEP,BRAC Education Programme (BEP),Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Education Programme (BEP)?,SDG 5: Gender Equality,SDG 13: Climate Action,SDG 4: Quality Education,SDG 2: Zero Hunger,C,SDG 4: Quality Education
BEP,BRAC Education Programme (BEP),Medium,1.5,BRAC Education Programme (BEP) operates primarily in which setting?,nurseries and community spaces,rural and urban learning spaces,cities and towns,enterprise IT and field tech,B,rural and urban learning spaces
BEP,BRAC Education Programme (BEP),Medium,1.5,Which indicator BEST reflects success for BRAC Education Programme (BEP)?,seed sales and varietal adoption,yields and farmer income,literacy/numeracy gains and retention,neighbourhoods with better services and governance,C,literacy/numeracy gains and retention
BEP,BRAC Education Programme (BEP),Hard,2.5,BRAC Education Programme (BEP) commonly partners with which stakeholders?,research institutes and dealers,city corporations and local government bodies,internal programmes and tech partners,"schools, parents and communities",D,"schools, parents and communities"
BEP,BRAC Education Programme (BEP),Hard,2.5,What is the MAIN delivery channel used by BRAC Education Programme (BEP)?,household visits and health campaigns,"edutainment, dialogues and community mobilisation",teachers’ training and learning materials,adaptation clinics and community workshops,C,teachers’ training and learning materials
BEP,BRAC Education Programme (BEP),Hard,2.5,Which innovation is TYPICAL of BRAC Education Programme (BEP)?,remedial education and playful learning,diverse species and better propagation,improved breeds and pond management,graduation approach and tailored coaching,A,remedial education and playful learning
BEP,BRAC Education Programme (BEP),Hard,2.5,Which risk or challenge is BRAC Education Programme (BEP) MOST concerned with?,dropout and learning loss,displacement and protection risks,limited pathways and underemployment,low seed quality and yield gaps,A,dropout and learning loss
BYP,BRAC Youth Platform (BYP),Easy,1,Which area is MOST central to BRAC Youth Platform (BYP)?,primary and non-formal education,supplementary education in maths and reading,youth leadership and opportunities,humanitarian response and protection,C,youth leadership and opportunities
BYP,BRAC Youth Platform (BYP),Easy,1,Who are the primary participants/beneficiaries for BRAC Youth Platform (BYP)?,aspiring and returning migrants,low-income urban residents,young people,"women, children and families",C,young people
BYP,BRAC Youth Platform (BYP),Easy,1,Which activity best matches BRAC Youth Platform (BYP)’s core work?,community-based disaster preparedness and early warning,self-learning worksheets and guided practice,gender mainstreaming and training,"clubs, volunteering and innovation challenges",D,"clubs, volunteering and innovation challenges"
BYP,BRAC Youth Platform (BYP),Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Youth Platform (BYP)?,SDG 8: Decent Work and Economic Growth,SDG 1: No Poverty,SDG 3: Good Health and Well-being,SDG 11: Sustainable Cities and Communities,A,SDG 8: Decent Work and Economic Growth
BYP,BRAC Youth Platform (BYP),Medium,1.5,BRAC Youth Platform (BYP) operates primarily in which setting?,institutions and communities,migration hubs and community centres,"schools, campuses and communities",rural and peri-urban areas,C,"schools, campuses and communities"
BYP,BRAC Youth Platform (BYP),Medium,1.5,Which indicator BEST reflects success for BRAC Youth Platform (BYP)?,households reached across multiple services,youth participation and projects delivered,neighbourhoods with better services and governance,cases resolved and referrals supported,B,youth participation and projects delivered
BYP,BRAC Youth Platform (BYP),Hard,2.5,BRAC Youth Platform (BYP) commonly partners with which stakeholders?,local organisations and mentors,parents and instructors,"UN agencies, NGOs and government","ministries, CSOs and networks",A,local organisations and mentors
BYP,BRAC Youth Platform (BYP),Hard,2.5,What is the MAIN delivery channel used by BRAC Youth Platform (BYP)?,cold chain and distribution networks,teachers’ training and learning materials,"risk alerts, drills and training","clubs, bootcamps and events",D,"clubs, bootcamps and events"
BYP,BRAC Youth Platform (BYP),Hard,2.5,Which innovation is TYPICAL of BRAC Youth Platform (BYP)?,remedial education and playful learning,youth-led solutions and peer learning,quality testing and value-added products,faecal sludge management and hygiene nudges,B,youth-led solutions and peer learning
BYP,BRAC Youth Platform (BYP),Hard,2.5,Which risk or challenge is BRAC Youth Platform (BYP) MOST concerned with?,urban disaster and infrastructure gaps,system downtime and data risks,limited pathways and underemployment,water contamination and poor sanitation,C,limited pathways and underemployment
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"Which area is MOST central to Water, Sanitation and Hygiene (WASH)?",dairy processing and nutrition,primary health and community health systems,primary and non-formal education,"water, sanitation and hygiene",D,"water, sanitation and hygiene"
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"Who are the primary participants/beneficiaries for Water, Sanitation and Hygiene (WASH)?",aspiring and returning migrants,ultra-poor households,households and schools,women and vulnerable groups,C,households and schools
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"Which activity best matches Water, Sanitation and Hygiene (WASH)’s core work?",production and distribution of quality seed,advocacy campaigns and policy dialogue,TVET and apprenticeships,safe water access and sanitation behaviour change,D,safe water access and sanitation behaviour change
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which Sustainable Development Goal aligns BEST with Water, Sanitation and Hygiene (WASH)?",SDG 13: Climate Action,SDG 2: Zero Hunger,SDG 6: Clean Water and Sanitation,SDG 4: Quality Education,C,SDG 6: Clean Water and Sanitation
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Water, Sanitation and Hygiene (WASH) operates primarily in which setting?",camps and host communities,rural and urban communities,enterprise IT and field tech,cities and towns,B,rural and urban communities
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which indicator BEST reflects success for Water, Sanitation and Hygiene (WASH)?",job placement and earnings,safe water access and improved sanitation use,yields and farmer income,service uptake and health outcomes,B,safe water access and improved sanitation use
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2.5,"Water, Sanitation and Hygiene (WASH) commonly partners with which stakeholders?",civil society and media,local government and entrepreneurs,local government and programme clusters,hatcheries and extension providers,B,local government and entrepreneurs
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2.5,"What is the MAIN delivery channel used by Water, Sanitation and Hygiene (WASH)?",structured worksheets and feedback,community sessions and WASH hardware,"apps, data systems and support desks",work-based learning and certification,B,community sessions and WASH hardware
